134,CJ Elleby,Por,F-G,20.74,13,8.1,16.8,15.6,7.9,9,0.667,12,0.75,19,0.263,0.532,0.558,3,1.1,7.1,0.2,4,0.31,0.23,0.23,4.3,112.6,102.2
135,Henry Ellenson,Tor,F-C,24.17,2,19.2,40,17.7,0,4,0.75,5,0.6,9,0.222,0.429,0.476,7.5,6,17.2,2.5,18.7,0,0.5,0,10.1,120.6,95.7
136,Wayne Ellington,Det,G,33.29,30,23.2,48.4,17.2,8,27,0.741,50,0.54,192,0.422,0.614,0.624,10.6,1.8,4.2,1.4,9.5,0.43,0.2,0.73,5.2,117.6,112.1
137,Joel Embiid,Phi,C-F,27,31,32.6,67.9,34.1,12.2,354,0.859,468,0.545,90,0.422,0.559,0.65,29.9,11.5,19.3,3.3,17.2,1.19,1.39,3.19,12.8,123.8,100.2
138,James Ennis III,Orl,F,30.7,24,21.4,44.6,13.3,13.2,42,0.786,73,0.534,47,0.447,0.588,0.628,7.3,3.9,9.4,1.3,9.1,0.83,0.25,0.88,6.2,120.1,104
139,Drew Eubanks,San,F-C,24.12,18,12.6,26.2,16.8,9.2,28,0.714,67,0.433,0,0,0.433,0.492,4.3,3.4,14.1,0.7,7.9,0.17,1.17,0.44,6.9,103.2,102
140,Dante Exum,Cle,G,25.67,6,19.4,40.3,12.6,20.7,2,0.5,15,0.533,11,0.182,0.423,0.428,3.8,2.8,8.2,2.2,15.6,0.67,0.33,1.17,5.9,86.7,109.1
141,Tacko Fall,Bos,C,25.26,8,8.2,17.2,15.5,8.4,11,0.273,17,0.706,0,0,0.706,0.618,3.4,3,20.5,0.3,4.5,0,1.25,0.25,7.1,123.2,95.4
142,Derrick Favors,Uta,F,29.67,36,16.2,33.7,13.3,11.7,57,0.789,133,0.654,1,0,0.649,0.688,6.1,5.4,17.8,0.8,7,0.5,0.89,0.58,7.3,139.2,94.3
143,Cristiano Felicio,Chi,F-C,28.69,6,6.4,13.2,11.8,28.5,8,0.625,4,0.75,0,0,0.75,0.731,1.8,2,17.5,0.8,16.3,0.33,0,0.5,8.9,134.8,105.7
144,Terrance Ferguson,Phi,G,22.83,12,3.9,8.1,9.9,36.4,0,0,2,0.5,5,0,0.143,0.143,0.2,0.1,1.2,0.2,5,0.08,0,0.33,1.6,,
145,Bruno Fernando,Atl,F-C,22.58,20,8,16.7,12.5,32.2,15,0.6,23,0.478,2,0,0.44,0.491,1.6,3.1,20.8,0.5,7.5,0.1,0.1,0.75,6.8,87.1,100.5
146,Yogi Ferrell,Cle,G,20,2,20.3,42.2,26.6,12.1,2,0,12,0.417,9,0.333,0.452,0.434,9.5,3.5,9.7,2.5,20.3,1.5,0.5,1.5,8.6,90.7,105.1
147,Dorian Finney-Smith,Dal,F,27.86,28,31.5,65.6,11.2,7.2,17,0.882,66,0.576,134,0.343,0.535,0.552,8.2,5.4,9.4,1.4,6,0.93,0.43,0.57,5,116.5,108.2
148,Malachi Flynn,Tor,G,22.85,15,8.4,17.4,17.7,7.7,6,0.667,19,0.368,26,0.192,0.322,0.346,2.2,0.7,4.8,1.1,17.5,0.27,0,0.27,5.7,83.5,108.5
149,Bryn Forbes,Mil,G,27.64,38,18.7,38.9,18.4,6.4,27,0.741,101,0.495,178,0.461,0.62,0.629,9.6,1.3,3.6,0.6,4.4,0.21,0,0.53,4.2,118.7,111.4
150,Trent Forrest,Uta,G,22.76,7,2.8,5.9,10.6,20.5,2,1,1,0,2,0,0,0.258,0.3,0.3,5.4,0.6,23.6,0.29,0,0.14,5.4,,
151,Evan Fournier,Orl,G-F,28.37,21,29.2,60.8,26.2,12.1,105,0.79,142,0.528,140,0.371,0.543,0.593,18.5,3.1,5.5,3.8,21.7,1.05,0.33,2.14,8.2,112.6,108.8
152,De'Aaron Fox,Sac,G,23.23,37,34.4,71.6,30.1,13.4,248,0.681,468,0.526,204,0.338,0.52,0.556,23.5,3.4,5.5,7.6,34.2,1.24,0.46,3.27,9.8,111,114.5
153,Tim Frazier,Mem,G,20,3,10.8,22.6,14.3,27.3,0,0,6,0.333,2,0,0.25,0.25,1.3,1.3,6.7,2.3,26,0.33,0,1,5.8,67.6,102
154,Markelle Fultz,Orl,G,22.8,8,26.9,56,26,13.8,19,0.895,88,0.42,16,0.25,0.413,0.458,12.9,3.1,6,5.4,32.6,1,0.25,2.25,8.9,96.2,107.2
155,Wenyen Gabriel,Nor,F,23.97,5,3.4,7.1,14.7,17,2,0.5,3,0,1,0,0,0.102,0.2,1.2,19.6,0.2,6.6,0,0,0.2,4.3,,
156,Daniel Gafford,Chi,F-C,22.45,27,13.1,27.2,13.7,16.8,39,0.667,77,0.675,0,0,0.675,0.69,4.8,3.1,13.2,0.6,6.6,0.41,1.19,0.7,6.3,127.3,100.1
157,Danilo Gallinari,Atl,F,32.6,27,22.7,47.3,21.5,9.4,87,0.943,98,0.418,142,0.401,0.527,0.602,12.4,3.6,8.7,1.4,9.7,0.59,0.15,1.07,7,118.1,107
158,Langston Galloway,Pho,G,29.26,25,10.5,21.8,16.4,7.3,16,1,36,0.472,46,0.457,0.591,0.635,4.5,1,5.6,0.6,8.3,0.16,0,0.28,5.3,123,110.3
159,Darius Garland,Cle,G,21.13,29,32.8,68.3,23.8,16,55,0.836,285,0.467,131,0.382,0.5,0.525,15.9,2.2,3.7,5.9,29.4,1.14,0.1,2.9,7.2,102.3,112.4
160,Marc Gasol,Lal,C,36.12,35,20.1,41.8,11.1,16.7,36,0.806,49,0.469,85,0.365,0.519,0.561,4.8,4.1,11.4,2,12.6,0.49,1.29,0.86,6.8,113,96.6
161,Rudy Gay,San,F-G,34.58,29,21.8,45.4,23.3,9.2,51,0.804,160,0.438,125,0.376,0.493,0.524,11.1,5.1,12.2,1.5,10.1,0.79,0.52,1.07,8.1,102.6,103.8
162,Paul George,Lac,F,30.87,29,32.9,68.6,28.9,15.3,116,0.888,254,0.535,225,0.44,0.594,0.634,23.2,6,10.3,5.3,25.8,1.17,0.48,3.31,11,117.1,107.2
163,Taj Gibson,Nyk,F,35.72,14,16.5,34.4,9.8,15.6,14,0.643,27,0.667,10,0.3,0.608,0.626,3.9,4.6,14.8,0.5,4.2,0.64,0.5,0.57,5,121.9,98.2
164,Harry Giles III,Por,F-C,22.9,22,11.8,24.6,14.2,18.6,18,0.722,54,0.426,8,0.375,0.444,0.486,3.1,4.9,22.1,0.9,10.3,0.23,0.41,0.73,8.1,104.1,97.3
165,Shai Gilgeous-Alexander,Okc,G-F,22.67,32,34,70.8,28,13.5,219,0.808,348,0.552,159,0.415,0.574,0.629,23.7,5,7.7,6.2,32,0.75,0.63,2.94,10.6,118.7,108.3
166,Anthony Gill,Was,F,28.41,12,5.6,11.7,9.1,20.3,4,0.75,3,0.667,7,0.143,0.35,0.425,0.8,1.6,14.9,0.3,7.3,0.25,0.17,0.25,5.2,90.8,109.8
167,Rudy Gobert,Uta,C,28.72,38,30.8,64.1,17.8,13.6,216,0.602,324,0.645,1,0,0.643,0.652,14.4,13.5,23.3,1.3,6.3,0.5,2.84,1.74,8.2,125.4,99.9
168,Brandon Goodwin,Atl,G,25.45,26,11.3,23.5,19.4,10.6,24,0.708,55,0.382,53,0.283,0.403,0.439,4,1,5,1.7,21.1,0.38,0,0.54,6.7,98.2,109.1
169,Aaron Gordon,Orl,F,25.49,20,28.3,59,23.6,17.1,83,0.627,136,0.463,85,0.365,0.495,0.526,13.6,7,12.7,4,22.2,0.7,0.85,2.65,10.2,101.4,106.9
170,Eric Gordon,Hou,G,32.22,27,29.2,60.9,25.2,10.9,114,0.825,157,0.573,210,0.329,0.527,0.577,17.8,2.1,3.9,2.6,15,0.52,0.48,1.89,6.3,108.6,113
171,Devonte' Graham,Cha,G,26.06,27,31.7,66.1,19.6,9.1,73,0.781,113,0.363,215,0.353,0.473,0.51,13.6,2.9,5,5.6,24.8,0.96,0,1.33,7.6,112.3,113.2
172,Jerami Grant,Det,F,27.01,35,36.1,75.2,27.4,8.7,224,0.888,390,0.482,237,0.354,0.501,0.57,23.6,5.3,8.2,2.9,14.1,0.74,1.06,1.97,7.9,112.5,109.2
173,Danny Green,Phi,G,33.73,39,28.3,59,13.5,13,20,0.65,66,0.47,232,0.384,0.552,0.557,8.8,3.7,7.2,1.8,8.2,1.21,0.82,1.18,5.5,107.5,106.1
174,Draymond Green,Gol,F,31.03,33,29.7,61.8,12.9,29.6,42,0.738,125,0.472,66,0.258,0.442,0.477,6.1,6.2,10.9,8.5,36.8,1.52,0.7,2.67,9.2,105.3,100.6
175,JaMychal Green,Den,F-C,30.73,26,20.4,42.5,18.8,11.9,32,0.844,87,0.46,99,0.424,0.554,0.582,9,6,16.6,0.9,6.2,0.58,0.27,1.04,7.2,113.8,99.6
176,Javonte Green,Bos,G-F,27.64,23,14.6,30.5,12.3,12.5,30,0.667,49,0.653,22,0.318,0.599,0.624,4.6,2.3,8.7,0.4,4,0.78,0.09,0.52,4.4,120.6,107.1
177,Jeff Green,Bro,F,34.55,35,26.5,55.1,13.6,9.4,55,0.782,115,0.583,122,0.418,0.605,0.632,9.4,3.6,7.6,1.5,7.1,0.66,0.23,0.77,5.6,121.1,110
178,Josh Green,Dal,G,20.32,19,11.4,23.7,11.2,20.1,11,0.545,27,0.556,12,0.167,0.462,0.479,2.2,2.1,10.1,0.5,6.1,0.21,0.05,0.58,4.6,95,109.3
179,Blake Griffin,Det,F,32,20,31.3,65.2,19.6,11.4,62,0.71,98,0.429,124,0.315,0.453,0.491,12.3,5.2,9.2,3.9,18.6,0.7,0.1,1.6,8,101.1,109.1
180,Kyle Guy,Sac,G,23.59,16,7.3,15.2,18.3,5.9,8,0.875,20,0.4,24,0.25,0.386,0.431,2.6,0.9,6.6,0.9,16.6,0.25,0,0.19,7,101.8,115.3
181,Rui Hachimura,Was,F,23.1,30,29.9,62.3,17.5,8.2,107,0.776,223,0.511,77,0.325,0.505,0.556,12.9,5.5,9.6,1.6,7.6,0.83,0.07,1.03,6.5,110.7,110.4
182,Ashton Hagans,Min,G-F,21.69,2,2.1,4.3,10.2,100,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.5,0,,
183,Tyrese Haliburton,Sac,G,21.04,32,29.5,61.6,17.3,12.7,24,0.833,155,0.542,172,0.43,0.596,0.607,12.8,3.5,6.6,5.2,24.4,1.38,0.59,1.53,8.3,122.1,118.4
184,Josh Hall,Okc,F,20.43,7,7.3,15.2,21.4,15.9,7,0.429,10,0.3,8,0.125,0.25,0.285,1.7,1.3,9.2,1,18.8,0,0,0.57,7.1,65.8,101
185,R.J. Hampton,Den,G,20.1,24,9.2,19.1,14.6,15,10,0.7,40,0.475,18,0.278,0.457,0.481,2.5,2,12.1,0.5,7,0.21,0.08,0.46,5.9,96.4,105.5
186,Tim Hardaway Jr.,Dal,G-F,29,36,29.3,61.1,22.9,6.2,92,0.793,201,0.507,271,0.376,0.54,0.569,16.2,3.2,6,1.7,9,0.58,0.17,0.94,6.1,111.6,113.2
187,James Harden,Hou,G,31.55,8,36.3,75.5,28.6,17.4,60,0.883,63,0.556,72,0.347,0.537,0.613,24.8,5.1,7.5,10.4,48.2,0.88,0.75,4.25,12.1,118.4,111.8
188,James Harden,Bro,G,31.55,25,38.4,79.9,27.2,18,170,0.865,223,0.57,194,0.397,0.582,0.643,25.3,8.8,13,11.2,42.5,1.28,0.8,4.32,14.1,124.3,108.3
189,Maurice Harkless,Mia,F-G,27.84,11,11.2,23.4,6.1,17.8,2,0,2,0,11,0.455,0.577,0.54,1.4,1.2,5.9,0.6,7.5,0.18,0.36,0.27,3.6,104.2,102.4
190,Jared Harper,Nyk,G,23.5,2,2.7,5.5,32.3,51.5,2,1,1,0,0,0,0,0.532,1,0,0,0,0,0,0,1,0,,
191,Montrezl Harrell,Lal,F-C,27.13,38,24.3,50.6,20.8,9.3,125,0.752,338,0.642,7,0,0.629,0.66,13.9,6.4,14.8,1.1,7,0.66,0.79,1.08,7.6,128.4,99.7
192,Gary Harris,Den,G,26.5,19,30.6,63.8,13.8,7.6,30,0.733,81,0.556,75,0.32,0.519,0.544,9.7,2.5,4.6,1.7,7.2,0.89,0.21,0.74,4.5,111.8,111.9
193,Jalen Harris,Tor,G,22.58,4,3.5,7.3,15.3,20,0,0,2,0,2,0.5,0.375,0.375,0.8,0.8,11.7,0.5,18.8,0.25,0,0.25,7.8,,
194,Joe Harris,Bro,G-F,29.52,39,31,64.5,15.9,7,32,0.688,134,0.582,263,0.498,0.691,0.695,14.6,3.5,6.4,1.7,7.5,0.59,0.21,0.79,5.7,129.8,111.1
195,Shaquille Harrison,Uta,G,27.44,17,3.3,6.8,21.2,18.1,6,0.833,18,0.333,2,0,0.3,0.375,1,0.5,8.6,0.5,21.5,0.12,0,0.29,7.6,,
196,Tobias Harris,Phi,F,28.66,34,33.6,70.1,23.3,10.2,116,0.888,383,0.556,132,0.402,0.568,0.608,20.2,7.5,12.3,3.5,16.1,0.82,0.82,1.88,9.6,119.2,105.4
197,Isaiah Hartenstein,Den,C-F,22.86,27,9.4,19.6,19.2,17.1,34,0.588,77,0.519,0,0,0.519,0.544,3.7,2.8,17,0.5,7.6,0.41,0.63,0.7,7.4,109.6,91.4
198,Josh Hart,Nor,G,26.03,39,28.4,59.2,13.2,10.8,73,0.74,118,0.61,157,0.331,0.545,0.576,9.1,7.3,14.3,2.1,9.6,0.77,0.23,0.95,7.3,117.8,107.8
199,Jaxson Hayes,Nor,C-F,20.81,28,13.1,27.3,13.8,14.3,39,0.718,85,0.729,0,0,0.729,0.744,5.4,3.5,15,0.4,4.5,0.36,0.54,0.61,6,134.8,103.2
200,Killian Hayes,Det,G,19.63,7,21.1,44,19.1,26.2,2,0.5,27,0.296,20,0.25,0.33,0.334,4.6,1.1,3,3.6,24.1,0.29,0,2.43,5,69.2,108.8
201,Gordon Hayward,Cha,F,30.98,33,34.7,72.2,24.2,10,141,0.865,362,0.517,163,0.405,0.545,0.591,21,5.4,8.4,3.9,17.8,1.33,0.39,1.97,8.8,116.3,110.8
202,Juancho Hernangomez,Min,F,25.46,20,16.2,33.7,16.1,5.6,23,0.652,47,0.553,60,0.3,0.495,0.517,6.1,4.4,14.5,0.6,5.3,0.3,0.1,0.35,6.2,107.6,111.5
203,Willy Hernangomez,Nor,C-F,26.8,23,16.3,34,16.8,7.4,38,0.632,114,0.544,7,0.143,0.525,0.548,6.6,6.4,21.7,1.2,10.3,0.3,0.48,0.48,9.1,124.4,109.5
204,Tyler Herro,Mia,G,21.15,28,32.1,66.9,23.7,13.6,65,0.769,221,0.507,162,0.34,0.508,0.533,15.7,5.7,9.9,3.5,18.2,0.64,0.39,2.32,8.5,99.1,107.5
205,Buddy Hield,Sac,G,28.24,38,35,72.8,20.3,10.2,65,0.846,148,0.419,394,0.373,0.521,0.543,16.3,4.5,7.1,3.3,12.9,0.82,0.32,1.71,7.1,106.9,115.5
206,George Hill,Okc,G,34.86,14,26.3,54.9,16.9,8.4,25,0.84,63,0.619,57,0.386,0.6,0.63,11.8,2.1,4.1,3.1,18.2,0.86,0.14,0.86,6.5,124.9,112.7
207,Solomon Hill,Atl,F,29.99,39,19.3,40.3,10.6,11.8,21,0.857,40,0.45,115,0.322,0.474,0.502,4.2,2.2,6.3,0.9,6.6,0.69,0.15,0.56,4.2,103.6,107.9
208,Nate Hinton,Dal,G-F,21.77,6,3.1,6.5,37.8,12.6,2,0.5,8,0.25,5,0.2,0.269,0.288,1.3,0,0,0,0,0.17,0.17,0.33,0,,
209,Aaron Holiday,Ind,G,24.45,37,18.7,38.9,19.8,9.5,40,0.725,157,0.401,111,0.351,0.453,0.476,7.4,1.3,3.9,1.8,13.1,0.62,0.11,0.81,5.5,96.1,107.7
210,Jrue Holiday,Mil,G,30.76,28,30.8,64.2,20.4,11,51,0.784,222,0.554,129,0.364,0.551,0.572,15.3,4.4,7.5,5,22.2,1.82,0.54,1.64,9,118.3,107
211,Justin Holiday,Ind,F-G,31.94,37,32.3,67.3,13.7,7.7,52,0.827,95,0.547,231,0.398,0.583,0.606,11.4,3.9,6.8,1.7,7.1,1.22,0.38,0.78,5.2,117.5,108.9
212,Richaun Holmes,Sac,F,27.41,34,29.8,62,16,12.1,77,0.805,295,0.664,6,0.167,0.656,0.682,13.4,8.5,15.7,1.7,8.2,0.68,1.47,1.35,7.8,129.9,107.2
213,Rodney Hood,Por,G-F,28.4,33,19.5,40.6,14.4,12.6,12,0.75,109,0.431,73,0.288,0.431,0.443,5,1.6,4.5,1.2,8.2,0.58,0.12,0.82,4.4,90.2,114.2
214,Al Horford,Okc,C-F,34.78,26,28.2,58.6,22.3,7.8,19,0.789,195,0.513,141,0.376,0.534,0.543,14.4,6.7,12.5,3.3,19.6,0.85,0.92,1.12,9.7,109.1,105.4
215,Talen Horton-Tucker,Lal,G,20.3,34,17.4,36.3,20.7,15.6,41,0.829,155,0.503,65,0.277,0.477,0.513,7.2,2.4,7.7,1.9,16.1,0.82,0.56,1.29,7.4,98.3,96.1
216,Danuel House Jr.,Hou,F-G,27.77,22,27.3,57,15.6,9.5,37,0.757,75,0.467,109,0.312,0.467,0.499,9.1,4,7.6,1.9,10.2,0.68,0.55,0.95,6,101.7,109.4
217,Dwight Howard,Phi,C-F,35.27,39,16.3,34,18.1,24.6,106,0.538,146,0.623,13,0.308,0.61,0.61,6.4,7.5,25.4,0.8,6.5,0.44,0.9,1.72,8.3,107.6,88.9
218,Markus Howard,Den,G,22.03,18,3.2,6.6,29.7,10.3,2,0.5,10,0.3,24,0.167,0.265,0.272,1.1,0.3,4.9,0.3,13.7,0.11,0,0.22,5.8,,
219,Kevin Huerter,Atl,G-F,22.55,39,31.8,66.3,16.7,9.8,38,0.842,190,0.5,228,0.368,0.529,0.545,12.2,3.6,6.2,3.6,16.9,1.26,0.28,1.21,6.8,113.4,108.6
220,Elijah Hughes,Uta,G,23.01,6,4.5,9.4,33,19.3,4,0.75,5,0.4,10,0.3,0.433,0.477,2.7,0.7,7.9,0.5,16.5,0.17,0.17,0.67,8.7,86.4,111.5
221,De'Andre Hunter,Atl,F-G,23.28,18,32.2,67,19.8,9.4,73,0.877,128,0.609,82,0.366,0.586,0.64,17.2,5.4,9.1,2.2,11,0.94,0.5,1.39,7.3,124.6,107.4
222,Chandler Hutchison,Chi,F-G,24.88,7,9.1,18.9,16,20.9,2,1,15,0.267,3,0.333,0.306,0.344,1.9,2.9,17.5,0.6,7.8,0.14,0,0.71,6.5,67.3,97.9
223,Serge Ibaka,Lac,F,31.49,39,23.6,49.1,19.7,10.7,45,0.822,239,0.577,108,0.352,0.562,0.582,10.9,6.7,15.9,1.7,10.9,0.23,1.18,1.13,8.5,116.9,106.5
224,Andre Iguodala,Mia,G-F,37.13,37,21.8,45.4,11.3,18.1,25,0.56,36,0.528,120,0.333,0.506,0.515,4.6,3.8,9.7,2.1,13.5,1,0.43,1,6.1,101.1,104.3
225,Joe Ingles,Uta,F-G,33.45,34,26.5,55.3,15.6,16.7,38,0.895,77,0.662,180,0.461,0.683,0.703,11.3,3.4,6.8,4.4,23.5,0.44,0.26,1.62,8.3,132.3,106.7
226,Brandon Ingram,Nor,F,23.53,39,34.2,71.3,27.5,10.5,198,0.884,446,0.531,242,0.38,0.545,0.597,23.7,5.1,8.3,4.7,21.4,0.64,0.77,2.33,9.7,118.6,113.5
227,Kyrie Irving,Bro,G,28.98,28,35.5,74,30,9.7,113,0.894,369,0.572,199,0.407,0.585,0.62,27.4,4.9,7.7,5.8,27.1,1.14,0.64,2.36,10.4,122.2,109.3
228,Wes Iwundu,Dal,F,26.23,20,12.3,25.7,10.2,8.8,11,0.818,24,0.458,23,0.13,0.33,0.386,2,1.8,7.8,0.4,4.2,0.35,0.15,0.25,3.7,85.5,108.6
229,Frank Jackson,Det,G,22.86,9,6,12.5,20.9,15.4,0,0,9,0.222,13,0.308,0.364,0.364,1.8,0.9,8.2,1.1,27.3,0.11,0,0.44,8.1,81.3,106.8
230,Josh Jackson,Det,G-F,24.09,34,24.7,51.4,26.6,15,123,0.699,234,0.509,148,0.284,0.476,0.516,13.2,4.4,9.9,1.9,13,0.88,0.94,2.26,7.8,95.8,103
231,Justin Jackson,Okc,F,25.97,27,16.4,34.2,19.6,13.6,24,0.792,74,0.527,87,0.299,0.484,0.51,6.5,2.3,7.5,1.5,14,0.41,0.07,1,6.9,97.6,108.9
232,Reggie Jackson,Lac,G,30.91,37,20.5,42.6,18.9,11.4,43,0.767,145,0.49,124,0.411,0.548,0.57,8.9,2.6,7.2,2.9,20.2,0.54,0.08,1,7.9,116,106.8
233,Justin James,Sac,G-F,24.14,15,4.8,10,17.5,6.8,8,0.25,15,0.533,9,0.222,0.458,0.436,1.6,0.6,6.9,0.4,11.1,0.2,0.07,0.13,6.1,96.2,118.9
234,LeBron James,Lal,F,36.2,37,34.6,72,31.7,14.8,219,0.689,456,0.588,244,0.357,0.569,0.595,25.6,7.9,12.8,7.8,39.2,1.14,0.59,3.73,13.5,113.8,102.5
235,DaQuan Jeffries,Sac,G-F,23.54,14,14.5,30.1,13.2,11.1,7,0.857,28,0.5,25,0.32,0.491,0.517,4.1,1.6,6.3,0.3,2.5,0.43,0.29,0.5,3.5,100.2,113.6
236,Ty Jerome,Okc,G-F,23.69,7,26.4,54.9,15.8,9,2,0.5,24,0.542,36,0.333,0.517,0.517,9,4,8,3.4,19.4,0.71,0.14,0.86,7.5,109.7,103.3
237,Isaiah Joe,Phi,G,21.7,21,11.8,24.5,15.6,5.5,5,1,20,0.35,64,0.375,0.512,0.528,4.3,1.1,5.3,0.7,8.1,0.33,0.19,0.24,5.1,111.6,105.5
238,Cameron Johnson,Pho,F,25.03,34,24.2,50.4,17.8,7.9,37,0.865,93,0.559,193,0.378,0.565,0.587,10.4,3.4,7.8,1.4,7.7,0.65,0.29,0.76,6.1,113.2,108
239,James Johnson,Dal,F,34.06,29,17.4,36.2,16.2,14.6,29,0.586,85,0.612,60,0.25,0.514,0.526,5.7,3,9.3,1.7,14.1,0.83,0.79,0.93,7.1,103.3,102.6
240,Keldon Johnson,San,F-G,21.43,32,28.5,59.5,20.6,9.9,105,0.781,252,0.536,92,0.326,0.523,0.566,13.8,6.3,11.6,2,10.4,0.69,0.47,1.34,7.8,111.5,105.4
241,Stanley Johnson,Tor,F-G,24.79,35,14.2,29.6,10.7,19.5,14,0.786,33,0.394,60,0.4,0.527,0.55,3.1,2.2,8.7,1.3,11.8,0.74,0.29,0.69,5.8,106.2,103.8
242,Tyler Johnson,Bro,G,28.85,20,14.1,29.4,13.4,5.7,7,1,22,0.318,57,0.421,0.544,0.567,4.7,1.7,6.6,1,9,0.3,0,0.25,5.7,117.9,112.8
243,Nikola Jokic,Den,C,26.07,38,35.9,74.9,29.3,12.9,193,0.876,569,0.605,141,0.411,0.607,0.648,27.1,11.1,17.5,8.6,40.4,1.58,0.61,3.11,15.3,130.1,104.2
244,Derrick Jones Jr.,Por,F,24.08,34,26.6,55.4,12,9.5,67,0.657,113,0.628,85,0.329,0.571,0.593,7.9,4.6,9.2,0.9,4.5,0.76,1.03,0.71,4.8,122.4,111.5
245,Damian Jones,Pho,C,25.71,14,6.7,13.9,12.8,22.4,11,0.545,15,0.533,1,0,0.5,0.528,1.6,1.3,10.8,0.3,5.4,0.07,0.36,0.43,5.1,100.2,92.4
246,Damian Jones,Lal,C,25.71,4,11.6,24.1,11,8.6,6,0.833,8,0.875,0,0,0.875,0.893,4.8,1.5,7.3,0,0,0,1,0.25,0,164.5,91.8
247,Mason Jones,Hou,G,22.65,24,11.1,23.2,23.3,19.1,47,0.617,41,0.512,57,0.386,0.551,0.577,5.7,2,9.3,1.4,19.9,0.25,0,1.17,9.1,101.7,107.2
248,Tre Jones,San,G,21.18,15,4.3,9,21.5,12.4,5,1,25,0.52,1,1,0.558,0.603,2.3,0.3,3.2,0.4,14.4,0,0,0.27,6.1,114.8,113.1
249,Tyus Jones,Mem,G,24.84,35,21,43.7,17.5,9.8,22,0.864,178,0.517,88,0.295,0.492,0.51,8,2.4,6.1,4.4,28.8,1.2,0.11,0.86,8.4,113.7,112.2
250,DeAndre Jordan,Bro,C,32.65,37,23.1,48.1,12.6,24.2,58,0.5,161,0.77,1,0,0.765,0.739,7.5,7.5,18.3,1.8,10.6,0.32,1.41,1.62,8.1,124.7,104.7
251,Cory Joseph,Sac,G,29.57,38,21.1,43.9,14.5,14.2,39,0.769,133,0.526,85,0.318,0.507,0.534,6.6,2.3,5.9,2.4,14.6,0.79,0.18,1.03,6.3,108,112.1
252,Mfiondu Kabengele,Lac,F-C,23.58,21,4.1,8.5,18.8,16.4,6,0.833,13,0.385,15,0.2,0.339,0.392,1.1,0.6,8.5,0.2,7.5,0.1,0.14,0.29,5,76.9,94.3
253,Frank Kaminsky,Pho,F-C,27.95,29,15.6,32.4,19.4,7.2,31,0.613,105,0.495,63,0.413,0.542,0.553,6.9,3.9,13.9,1.7,15.4,0.31,0.41,0.48,9.2,116.1,102.7
254,Enes Kanter,Por,C,28.82,38,26.4,55.1,17.6,10.7,91,0.758,328,0.591,0,0,0.591,0.621,12,11.8,23.7,1.2,7,0.5,0.71,1.16,8.4,129.7,105.7
255,Luke Kennard,Lac,G,24.72,36,19.9,41.4,15.8,11.3,15,0.867,100,0.49,121,0.455,0.595,0.606,7.7,2.6,7.4,1.8,12.3,0.39,0.17,0.81,6.6,116.5,108.6
256,Maxi Kleber,Dal,F,29.12,25,26.5,55.2,10.4,9.6,25,0.96,32,0.406,98,0.469,0.631,0.667,7.5,5.4,11.1,1.4,7.3,0.48,0.8,0.6,5.8,132,107.3
257,Nathan Knight,Atl,F-C,23.48,12,6.8,14.2,23,16,20,0.9,18,0.444,10,0.4,0.5,0.625,3.8,2.2,17.4,0.3,5.5,0.25,0.42,0.58,8,121.3,103.2
258,Kevin Knox II,Nyk,F,21.59,28,14.3,29.9,15.9,11,14,0.786,48,0.396,75,0.4,0.52,0.538,5,1.8,6.7,0.6,6.1,0.29,0.21,0.57,4.9,103.5,105.6
259,John Konchar,Mem,G,24.98,19,16.2,33.8,11.2,9.8,18,0.889,43,0.488,23,0.304,0.477,0.534,4.2,3.6,12,1.2,9.4,0.95,0.26,0.42,6.5,117.3,103.4
260,Furkan Korkmaz,Phi,G-F,23.64,28,19,39.5,20.4,10.6,38,0.816,84,0.452,128,0.375,0.519,0.549,9,2.4,6.8,1.1,8,0.71,0.14,0.96,6.1,105,106.1
261,Luke Kornet,Chi,F-C,25.67,12,7.6,15.9,13.9,3.4,4,0.5,4,0.75,23,0.261,0.444,0.452,2.2,1.3,9.7,0.3,5.6,0.17,0.58,0.08,5,98.9,115.2
262,Rodions Kurucs,Bro,F,23.1,5,3.2,6.6,8.3,0,0,0,1,0,2,0.5,0.5,0.5,0.6,0.6,10.7,0.4,15.2,0,0,0,6.6,,
263,Rodions Kurucs,Hou,F,23.1,11,6.8,14.2,17.4,29.1,2,0.5,6,0.5,15,0.133,0.286,0.297,1.2,1,7.7,0.4,7.3,0.55,0.36,0.82,4.6,52.8,103.5
264,Kyle Kuzma,Lal,F,25.64,37,26,54.2,20.7,12.2,44,0.659,199,0.513,184,0.37,0.533,0.543,11.8,6.8,14.7,1.1,6.4,0.41,0.62,1.51,6.8,105.1,102.3
265,Anthony Lamb,Hou,F,23.15,3,18.7,39,13.6,11.1,0,0,5,0,11,0.182,0.188,0.188,2,4.3,12.2,0.3,2.3,0,0,0.67,2.9,62.8,105.5
266,Jeremy Lamb,Ind,G-F,28.79,22,22.8,47.5,17.9,7.7,53,0.943,90,0.489,78,0.436,0.565,0.627,10.9,3.6,9,1.5,9.5,0.82,0.5,0.73,6.8,123.7,105.9
